crop,N,temperature,humidity,rainfall,Area(hectares),yield(t/ha)
mungbean,89.0,25.52468965,72.24850829,151.8869972,4204.7287850994535,0.8063217340412775
mungbean,44.0,39.23342464,91.25589286,64.4478499,604.06961420628,0.6145770637603961
mungbean,97.0,26.35927159,84.04403589,271.35861370000003,3844.7990038311013,1.1963990175058796
mungbean,84.0,23.32293161,53.00366334,168.26442869999997,806.961706238789,0.7357073671339467
mungbean,43.0,19.40751744,18.98030507,80.25064637,1278.5128464196891,0.6685321007945714
mungbean,32.0,31.99928579,54.1077461,71.6266696,515.5765855245304,0.47702685600023453
mungbean,115.0,24.22984659,67.37768353,122.4073418,2281.026822144163,0.8857510501439888
mungbean,14.0,27.33580911,55.27755933,73.44775287,1837.4369068695692,0.46650891535562095
mungbean,10.0,29.01256899,94.01014388,150.05003119999995,1163.9716459481092,0.49531303382803205
mungbean,116.0,24.71252544,77.7293114,85.24963302,2304.3606432156253,0.8059330827015654
mungbean,33.0,23.89736406,66.32102048,40.74536757,2109.483532688735,0.5242230650320991
mungbean,6.0,34.93174223,30.40046769,159.2649827,3570.6441307949663,0.41517010605692267
mungbean,7.0,19.6365349,19.68751084,96.65888933,4072.5212242801294,0.4878246298285757
mungbean,6.0,28.6362812,84.61431076,48.48319335,3110.2690070683275,0.5186422778555275
mungbean,109.0,27.66752761,79.68542782,108.66464,997.6415549060955,0.7874130612926133
mungbean,107.0,29.42017919,83.96754496,117.229079,1681.5631788394026,0.7858005057702547
mungbean,103.0,24.06731461,81.64075303,51.75212401,4153.2731873291195,0.8173482934558849
mungbean,85.0,26.31355498,82.36698992,265.5355937,854.9379720315567,1.0777430883556864
mungbean,15.0,22.52709326,92.54780429,115.3830068,2127.423357563306,0.540854239618382
mungbean,89.0,26.44414097,53.83876189,175.3723314,4270.018476933925,0.8359328164958326
mungbean,94.0,20.27774362,82.89408619,241.9741949,4302.659365877943,1.3124343764993212
mungbean,40.0,35.32876402,91.06138506,163.9069365,2144.81270819557,0.5277128367024531
mungbean,63.0,19.28889933,65.47050802,71.3195307,3169.5875523951895,0.618793405036695
mungbean,33.0,33.34214482,82.51034633,70.68098614,2326.982393415996,0.5709200001978955
mungbean,136.0,22.74446976,80.41198458,90.07326633,3513.842157745367,0.9368019432168835
mungbean,99.0,21.7238313,80.2389895,277.9626192,626.325322771994,1.2302759739494027
mungbean,56.0,17.57445618,16.71826572,77.81891424,1076.6285956854338,0.5910929422053292
mungbean,63.0,18.25405352,55.28220433,63.72358154,2956.7952141743967,0.6634110456803184
mungbean,2.0,29.73770045,47.54885174,90.09586854,1430.2090497722543,0.43396511290855583
mungbean,131.0,23.65724079,84.47601498,88.54479121,3164.209197076594,0.8379681406468857
mungbean,93.0,21.53346343,82.14004101,295.9248796,1904.8917098451934,1.3438927901817468
mungbean,24.0,28.95451232,89.07866095,57.65901369,4046.582232511286,0.5762089886911969
mungbean,42.0,18.17912258,18.90426935,81.84997529,3777.0375422399457,0.5458687566643804
mungbean,91.0,24.48556447,83.20630007,192.2316221,2471.3512002751286,0.7404081651077898
mungbean,13.0,30.55992394,35.29006485,178.8998611,3591.580348379431,0.4537811144571147
mungbean,6.0,25.96308415,82.57813624,70.31782647,1584.5515449403615,0.43653295468162945
mungbean,120.0,23.56960509,50.56339727,130.3797119,2477.0391072474504,0.7452134104828586
mungbean,83.0,29.08417927,90.73891887,25.33014238,1289.9282074531127,0.702172475322694
mungbean,38.0,33.7462686,48.50387598,92.26439205,3943.5446740839757,0.49730646467855133
mungbean,118.0,25.44926208,79.49221962,100.6619171,3792.2704662736596,0.7813650684076798
mungbean,35.0,22.03911546,94.58075845,110.9804014,4108.598673636005,0.5348318225999872
mungbean,59.0,19.03025305,18.66725565,94.70992037,4009.907924897038,0.6067647741223912
mungbean,35.0,17.81564548,17.60756635,90.82097601,4338.3850482379785,0.6091646087070749
mungbean,61.0,39.30050027,94.16193416,120.9512466,1413.3449265277038,0.6010061714108126
mungbean,74.0,22.6265115,65.77472881,88.17251033,4227.297163181262,0.6911428791220874
mungbean,40.0,34.16438906,54.16482251,98.33351125,2784.852765407991,0.5320554275137244
mungbean,31.0,24.96273236,92.40501423,109.4169192,2189.980335672609,0.5427357257330027
mungbean,26.0,31.33170829,57.97429171,161.7820226,2741.4955838714923,0.5430505883877569
mungbean,5.0,22.43377991,90.3396556,112.459697,1870.4094266011114,0.5024836550370063
mungbean,93.0,25.6217169,66.50415474,105.4654703,1654.2120278438083,0.6968548625697603
mungbean,98.0,27.33897716,90.69759008,28.69113835,1465.2573519101152,0.7655643909162598
mungbean,27.0,23.66682067,93.90191078,105.4004751,829.7119578285073,0.45990027557508706
mungbean,20.0,29.5888162,89.9939693,54.96121262,2486.2595885887495,0.5280888168967625
mungbean,2.0,27.53632932,89.92908171,45.48591922,4051.0467028555495,0.4997132250824353
mungbean,102.0,24.69315538,84.84422454,89.799462,3020.6078770975387,0.7616468108481902
mustard,30.0,18.28766124,69.48515056,48.60449438,2618.500963837935,0.7219682067599232
mustard,59.0,18.57665902,19.22008229,72.94940441,3326.7836852529035,0.7608840544056714
mustard,18.0,27.37659643,63.93927841,49.47371773,2801.1798105140088,0.6238348389894184
mustard,44.0,20.18649426,19.63719995,78.26039559,872.4373234341236,0.845147007355759
mustard,31.0,18.8202251,16.1074793,89.73119396,3877.634456662293,0.7859482525825179
mustard,26.0,29.87854588,65.73085206,44.95654782,1199.9113499499526,0.6416701820793881
mustard,31.0,28.31886863,60.19461399,45.36521251,3559.2480024445144,0.7801014227175709
mustard,59.0,20.36720401,16.89574311,82.2545577,1942.2604431034017,0.8212389596172552
mustard,31.0,17.57212145,14.99927489,89.31050665,3631.045392224409,0.7180357784096751
mustard,0.0,25.86928193,61.88321072,36.68284038,1325.0916136213832,0.6297130428006282
mustard,22.0,18.86805647,15.65809214,88.51048983,1246.648414781719,0.7274735201671373
mustard,52.0,17.25769499,18.74943955,94.00287214,2488.103384869929,0.7811882837417207
mustard,32.0,27.60195453,63.46170674,54.37814199,631.744058793442,0.813013119314232
mustard,54.0,17.141861399999996,17.0662427,83.74606679,1401.1893551293335,0.8019510922820634
mustard,39.0,25.43459777,69.12613376,41.02682925,3396.0490087373933,0.8006189864330572
mustard,22.0,23.7937153,68.03209183,49.73922097,3849.533913221702,0.6479827797983174
mustard,4.0,26.25070298,67.62779652,40.8106299,823.1414557512418,0.7303464224175562
mustard,58.0,20.99373558,19.33470387,93.55280105,4028.3108377524177,0.8578563919433457
mustard,13.0,19.1345771,62.57526895,36.46946971,3690.0688162127162,0.6773803452657006
mustard,6.0,24.388717,62.50453062,47.26052494,3978.7371828278615,0.5501486745773542
mustard,26.0,23.05276444,60.424786,52.60285259,3293.7142183153596,0.6620587192987166
mustard,26.0,23.05276444,60.424786,52.60285259,3196.6122691758587,0.7788861514259717
mustard,35.0,17.81564548,17.60756635,90.82097601,2600.3729333794554,0.7325820082369457
mustard,15.0,25.13163619,66.92642362,49.04015558,3111.14889796526,0.5651545117762433
mustard,22.0,17.16606398,14.42457525,72.32667516,4176.438658266421,0.716756501061821
mustard,7.0,19.55750776,64.45268309,53.04669416,902.0880056668336,0.5930533952199365
mustard,34.0,20.97195263,63.83179889,53.10207889,1763.0579113843648,0.8153510443024827
mustard,42.0,19.2582557,14.2804191,65.78042032,789.8198943834873,0.7483424807451408
mustard,22.0,17.84851658,19.09172907,76.32470713,4279.220687776154,0.6777836338771371
mustard,31.0,25.40474421,65.8567539,51.92057267,2281.061863997552,0.7997099680507905
mustard,40.0,20.94981756,65.8108757,44.23913012,3201.3778827047536,0.7017450217006703
mustard,22.0,29.03017561,64.49166566,54.93937710000001,3864.4802580172855,0.6311528188488449
mustard,26.0,18.06486101,65.1034354,51.54922825,4464.000992305954,0.6729411122584643
mustard,49.0,19.71098332,17.63879418,85.57925437,1147.129831169063,0.8356894887597903
mustard,40.0,17.02498456,16.98861173,88.55123143,3698.0504228729146,0.6510804299381885
mustard,37.0,24.02037872,61.62313345,49.78102578,4049.6915925469452,0.6534660924269015
mustard,6.0,24.388717,62.50453062,47.26052494,695.5015074035025,0.6729849849988166
mustard,60.0,19.12065218,18.43475844,85.52950164,3516.3622407422936,0.7825006807501135
mustard,34.0,20.65691793,15.84572566,65.23811143,1918.9012847862014,0.7080944902117461
mustard,25.0,20.09340593,15.11279612,85.74904898,3094.387165881728,0.5899563742389822
mustard,34.0,23.43974653,63.22011726,45.40277297,2556.192784155459,0.7009794191850323
mustard,42.0,17.22385224,15.82069268,76.57580954,1538.9690083465478,0.737463325116945
mustard,7.0,27.52185591,63.13215259,45.20841071,1040.8854480159443,0.6791316066766051
mustard,51.0,18.88852533,14.99451145,80.11133840000002,967.7889323568331,0.7372170093299899
mustard,43.0,19.46233971,15.22538951,74.58565097,913.2914308339668,0.8595181000430727
mustard,22.0,17.16606398,14.42457525,72.32667516,3051.160160538311,0.6255440182640942
mustard,40.0,17.02498456,16.98861173,88.55123143,1905.6434055981524,0.6888417151798525
mustard,22.0,18.86805647,15.65809214,88.51048983,1366.5337528234897,0.7567467538541897
mustard,17.0,26.03026959,69.55863145,37.11395801,3267.540370823612,0.686069761515583
mustard,59.0,17.3348681,18.74926979,82.61734721,3247.3982630658675,0.7677859472281015
mustard,59.0,18.57665902,19.22008229,72.94940441,2656.6731694279906,0.8039090204550264
mustard,24.0,18.19903647,17.41333199,80.6405403,4239.8312674634035,0.7502874777247311
mustard,57.0,17.17012591,17.30457712,72.78624223,2041.6569257656852,0.8873353478255339
mustard,10.0,24.98287462,66.895409,38.21370568,3843.451885077172,0.605163996568063
mustard,52.0,17.25769499,18.74943955,94.00287214,800.5576317287853,0.7734183183139366
mustard,25.0,17.48042641,15.7559405,66.96980581,3459.324376154018,0.6804177284839424
mustard,52.0,17.48504075,16.96070581,86.05078037,4453.7896553277205,0.7166679847678762
mustard,58.0,20.6543203,16.60820843,74.6631118,3886.3928651512674,0.8211654243126367
mustard,52.0,20.118744600000007,14.44228303,88.68168643,2818.6588772402374,0.7984811262077058
mustard,36.0,18.2872007,16.67921616,74.87445574,3007.0642573086425,0.7895670733317641
mustard,4.0,26.25070298,67.62779652,40.8106299,1913.1581977477872,0.6829525690360259
mustard,37.0,19.45591848,18.02235902,78.44910564,3217.9408730324158,0.7162486849379222
mustard,2.0,23.89271875,61.78779413,52.55730112,3581.581532725308,0.6045133658602413
mustard,0.0,29.82112112,69.4073209,51.56461082,4492.913924471415,0.6276414014675769
mustard,36.0,18.2872007,16.67921616,74.87445574,2469.851668001732,0.6896919655235032
mustard,23.0,18.97424756,19.5161216,80.7108745,745.2162630937692,0.710355485999484
mustard,0.0,25.86928193,61.88321072,36.68284038,2883.431802923941,0.6030806571103782
mustard,28.0,18.72963144,19.18197264,71.58010169,976.0965999286743,0.6420563000413075
mustard,47.0,17.18248372,16.42891834,72.85017344,1479.0601742244403,0.6985650944407902
mustard,24.0,22.6371424,65.44544859,38.30411077,1815.119645222949,0.7807102641261489
mustard,32.0,20.0467711,65.84395319,46.05333124,3424.1194925936425,0.7108505485010933
mustard,4.0,29.19585548,68.01965728,44.93261911,1235.232495514002,0.6950195685584997
mustard,39.0,19.96837462,15.57324389,69.15759062,1163.0117873694103,0.7159419484381189
mustard,48.0,17.43732714,14.33847406,73.0926704,679.8569699953099,0.780227804291235
mustard,13.0,19.1345771,62.57526895,36.46946971,3992.9597454155232,0.7634911425334724
mustard,38.0,29.84823072,60.63872613,46.80452595,3274.0216974242426,0.6809077754093019
mustard,22.0,18.8392908,14.74071856,94.78189594,659.785862470506,0.5713996590939402
mustard,60.0,19.12065218,18.43475844,85.52950164,613.1692225524583,0.9067829282307353
mustard,30.0,27.14911056,67.02664337,52.50812701,2734.697185900224,0.6761350374850128
mustard,14.0,27.99990346,65.57653373,49.94043064,1630.1376051468442,0.6571686532987526
mustard,44.0,20.18649426,19.63719995,78.26039559,2886.9054017277153,0.7314345348101912
mustard,59.0,19.03025305,18.66725565,94.70992037,2238.4167027238614,0.8351473437898649
mustard,10.0,24.84918386,68.98088448,41.61080544,4193.2502492410185,0.5982247476583324
mustard,49.0,19.71098332,17.63879418,85.57925437,1651.2360598454716,0.7725377860891403
mustard,6.0,25.78746268,60.2816298,49.14337177,3216.581473755574,0.6539591793850176
mustard,28.0,20.56601874,14.25803981,83.75937135,716.2172464743968,0.6500726288662997
mustard,24.0,18.19903647,17.41333199,80.6405403,4323.4421367557015,0.6390877187798492
mustard,17.0,26.03026959,69.55863145,37.11395801,4423.029871633409,0.6559075874216325
mustard,2.0,26.57597546,60.97876599,50.89110726,3456.2985160656494,0.5441467036056212
mustard,39.0,19.96837462,15.57324389,69.15759062,2360.849886254293,0.7213818477557188
mustard,5.0,18.28072173,68.10365387,48.80253285,1379.9737573090454,0.6105933961697674
mustard,28.0,24.70626432,60.26854183,53.12442925,3750.065360991859,0.6959389355735143
mustard,3.0,24.38041875,61.18458224,53.13946695,3445.416388588089,0.6060117553450732
mustard,3.0,28.67408774,63.18832976,42.96018627,1387.8161582437963,0.6115977717567719
mustard,12.0,25.62896213,63.14909763,45.49683991,2304.861176629063,0.6208207363487356
mustard,4.0,24.84063998,60.09116626,48.77790371,2351.19575126714,0.6581022607307465
mustard,54.0,17.141861399999996,17.0662427,83.74606679,3805.6421998908363,0.8724812775581668
mustard,22.0,17.16606398,14.42457525,72.32667516,3235.378737336306,0.6372007575146197
mustard,22.0,27.70496805,63.20915034,37.46160727,3072.6701741602205,0.7175925672519888
mustard,32.0,20.45078582,15.40312102,92.68373702,3099.309690253114,0.7082800674080396
papaya,37.0,25.79490531,93.84150618,152.42387119999995,544.7470123475075,16.811710784990588
papaya,7.0,10.16431299,91.22320999,106.362551,4446.503670099857,15.386028852316187
papaya,39.0,34.89814946,63.59948557,64.72797143,1389.9290085149598,17.057506447307347
papaya,12.0,19.86173586,86.19740917,111.0217929,3759.503770741491,14.244867556531325
papaya,4.0,27.58258929,48.56916221,95.8445641,1174.5795272199143,14.84217490994472
papaya,5.0,25.66901098,92.04670813,112.5424199,1634.4045984222957,13.306905216418595
papaya,4.0,27.60887393,86.13316408,43.80041104,2173.109276913467,16.029709606759965
papaya,23.0,29.25649321,81.97952224,42.02483277,1797.6226565664203,15.047202953870356
papaya,8.0,27.02766138,83.17093908,70.95666003,3693.4032510394445,15.295554445114279
papaya,34.0,23.50222822,51.29019509,192.3023991,4330.773632061692,21.639720210198544
papaya,7.0,28.2753171,82.76020821,56.04995423,4001.177934603394,14.9799345315517
papaya,93.0,25.86632408,84.42379269,114.5357503,1114.3114677910262,22.705640988108424
papaya,0.0,21.22503442,90.09877774,113.9760462,3606.754705397161,13.867705162848464
papaya,33.0,23.19305333,62.74710773,49.55213308,1091.7876532188457,16.925180233996485
papaya,16.0,19.54314136,47.19188279,192.4372194,4153.524426248405,16.810928312066203
papaya,34.0,23.48546973,93.71043692,191.7760562,2571.5143026743135,19.16889025082784
papaya,40.0,28.66086349,86.12194568,50.01534317,1845.524352226827,19.560873679192458
papaya,98.0,20.26707606,81.63895217,270.4417274,1128.101989336771,36.68476817293605
papaya,26.0,19.72620525,89.64934166,108.22872759999998,547.2363527160185,15.022961948129495
papaya,14.0,20.95628486,63.68128841,52.39881209,1491.787966643539,14.47353062524775
papaya,30.0,21.37784654,92.72043743,106.1417017,4156.0802531252475,18.04849461618068
papaya,78.0,26.54348085,84.67353597,183.6222657,3689.04876908891,24.787349252366404
papaya,11.0,12.14190714,83.56812483,69.63122027,4379.174831002878,13.992117833895835
papaya,0.0,24.35193812,90.88612388,105.529185,903.0460844854922,13.731057113802056
papaya,22.0,32.44577836,83.88504863,68.73932528,2868.714974022678,16.043028358353453
papaya,13.0,23.85340379,90.10522549,103.923226,1528.6018961231066,14.416804327200651
papaya,97.0,26.35927159,84.04403589,271.35861370000003,2671.7668230896297,36.846933582477575
papaya,18.0,25.87990287,67.55109024,47.89645224,1781.8195422538206,16.87979798260947
papaya,23.0,28.77653519,86.69133979,56.12443206,1633.86220097343,17.05323253640641
papaya,90.0,26.91643698,73.48655995,171.4716375,2795.38120809839,21.262706400661575
papaya,75.0,23.44676801,84.79352417,283.9338466,1233.2726474781612,33.43356617894882
papaya,88.0,25.08239719,65.92195844,62.49190812,2376.5337478884676,22.28364827712346
papaya,110.0,27.02415146,91.66737633,21.26034986,3103.249060176139,27.340574395879578
papaya,100.0,25.56703012,75.94067692,102.7867717,1012.7282927312162,19.632176954425855
papaya,0.0,23.20242586,91.19442671,109.0946323,4222.377083507616,14.297299305146941
papaya,5.0,27.9348279,66.45457122,145.3728801,2522.898797816499,12.794017063735527
papaya,89.0,24.69368934,85.56967628,48.99390828,3778.111887537369,21.055892477118903
papaya,36.0,25.71269843,64.1123333,50.17067771,3115.6217224842535,16.8124925288489
papaya,31.0,28.31886863,60.19461399,45.36521251,3340.003764890182,16.1463574000153
papaya,1.0,27.52135365,60.53657684,48.06491307,3364.5237639713523,13.440075111110744
papaya,95.0,19.84939404,61.24500053,100.7689246,4000.3995882458903,22.246027190798603
papaya,76.0,20.41683147,62.55424820000001,65.27798457,2954.4217401876963,19.739466182543143
papaya,112.0,29.244063800000006,77.32017166,90.66727868,1612.8686068855584,21.124521471051096
papaya,26.0,30.91471455,49.92963856,90.14047759,898.0385714618286,16.93355602379518
papaya,67.0,26.73072391,81.78596776,280.4044392,2925.002477800566,36.241837617205
papaya,89.0,25.52468965,72.24850829,151.8869972,765.4112150823242,23.674030525592435
